datetime,student,room,activity
2024-03-07 16:02:46,xkraus1,Q21,řádné přihlášení
2024-03-07 17:44:39,xkraus1,Q21,odhlášení
2024-03-19 17:00:56,xlezna,Q24,řádné přihlášení
2024-03-19 17:03:59,xlezna,Q24,odhlášení
2024-02-27 08:18:06,xmarek7,Q35,řádné přihlášení
2024-02-27 08:21:49,xmarek7,Q35,odhlášení
2024-03-17 18:02:30,xtravni7,Q17,zadáno špatné heslo
2024-03-17 18:02:30,xtravni7,Q17,řádné přihlášení
2024-03-17 19:59:44,xtravni7,Q17,odhlášení
2024-03-22 13:11:26,xjakubec,Q03,řádné přihlášení
2024-03-22 15:01:45,xjakubec,Q03,odhlášení
2024-03-21 12:29:32,xhoracek,Q13,řádné přihlášení
2024-03-21 12:32:16,xhoracek,Q13,odhlášení
2024-03-03 09:56:18,xgurina,Q42,řádné přihlášení
2024-03-03 12:02:53,xgurina,Q42,odhlášení
2024-03-22 08:34:49,xlezna,Q36,zadáno špatné heslo
2024-03-22 08:34:49,xlezna,Q36,řádné přihlášení
2024-03-22 10:37:17,xlezna,Q36,odhlášení
2024-02-29 08:51:39,xlnenick,Q48,řádné přihlášení
2024-02-29 10:48:26,xlnenick,Q48,odhlášení
2024-03-26 09:05:46,xzdansk1,Q47,zadáno špatné heslo
2024-03-26 09:05:46,xzdansk1,Q47,řádné přihlášení
2024-03-26 09:21:43,xzdansk1,Q47,odhlášení
2024-03-08 18:25:04,xkubin,Q24,řádné přihlášení
2024-03-08 19:25:56,xkubin,Q24,odhlášení
2024-03-09 13:46:13,xmarek7,Q48,řádné přihlášení
2024-03-09 16:04:04,xmarek7,Q48,odhlášení
2024-03-05 14:20:13,xriedl,Q46,řádné přihlášení
2024-03-05 16:22:06,xriedl,Q46,odhlášení
2024-03-05 17:01:07,xkuzel,Q03,řádné přihlášení
2024-03-05 19:19:08,xkuzel,Q03,odhlášení
2024-03-13 15:00:07,xskacel,Q28,řádné přihlášení
2024-03-13 16:32:41,xskacel,Q28,odhlášení
2024-03-15 17:53:02,xstrilka,Q02,řádné přihlášení
2024-03-15 19:07:08,xstrilka,Q02,odhlášení
2024-03-17 09:30:56,xtravni7,Q01,řádné přihlášení
2024-03-17 10:36:06,xtravni7,Q01,odhlášení
2024-03-19 17:02:45,xlnenick,Q45,řádné přihlášení
2024-03-19 17:24:55,xlnenick,Q45,odhlášení
2024-03-07 18:06:58,xlezna,Q35,terminál
2024-03-07 18:06:58,xlezna,Q35,řádné přihlášení
2024-03-07 18:48:10,xlezna,Q35,odhlášení
2024-03-01 15:35:18,xkoudelk,Q06,řádné přihlášení
2024-03-01 16:09:31,xkoudelk,Q06,odhlášení
2024-03-10 12:07:01,xkoudelk,Q34,řádné přihlášení
2024-03-10 13:35:06,xkoudelk,Q34,odhlášení
2024-03-14 18:13:45,xnesrsta,Q01,řádné přihlášení
2024-03-14 18:20:41,xnesrsta,Q01,odhlášení
2024-03-17 11:22:35,xtugushe,Q18,zadáno špatné heslo
2024-03-17 11:22:35,xtugushe,Q18,řádné přihlášení
2024-03-17 14:03:45,xtugushe,Q18,odhlášení
2024-03-24 08:27:40,xtugushe,Q04,zadáno špatné heslo
2024-03-24 08:27:40,xtugushe,Q04,řádné přihlášení
2024-03-24 10:14:05,xtugushe,Q04,odhlášení
2024-02-29 09:09:44,xhoracek,Q34,řádné přihlášení
2024-02-29 10:22:13,xhoracek,Q34,odhlášení
2024-03-19 15:59:26,xalac,Q12,řádné přihlášení
2024-03-19 18:17:49,xalac,Q12,odhlášení
2024-03-20 18:18:09,xklekner,Q27,řádné přihlášení
2024-03-20 19:15:30,xklekner,Q27,odhlášení
2024-03-17 13:32:44,xlnenick,Q48,řádné přihlášení
2024-03-17 15:40:57,xlnenick,Q48,odhlášení
2024-03-25 08:04:47,xzdansk1,Q17,řádné přihlášení
2024-03-25 09:42:24,xzdansk1,Q17,odhlášení
2024-03-03 10:46:08,xhoracek,Q35,řádné přihlášení
2024-03-03 12:00:38,xhoracek,Q35,odhlášení
2024-03-20 15:10:02,xgrim,Q43,řádné přihlášení
2024-03-20 16:59:17,xgrim,Q43,odhlášení
2024-03-07 11:10:45,xklima6,Q06,řádné přihlášení
2024-03-07 13:15:01,xklima6,Q06,odhlášení
2024-03-23 17:03:46,xsvobo12,Q14,terminál
2024-03-23 17:03:46,xsvobo12,Q14,řádné přihlášení
2024-03-23 19:07:38,xsvobo12,Q14,odhlášení
2024-03-03 15:12:09,xmasova1,Q36,řádné přihlášení
2024-03-03 17:24:02,xmasova1,Q36,odhlášení
2024-03-09 17:03:27,xmasova1,Q38,řádné přihlášení
2024-03-09 20:03:26,xmasova1,Q38,odhlášení
2024-03-03 11:07:11,xsvobo12,Q15,řádné přihlášení
2024-03-03 12:36:35,xsvobo12,Q15,odhlášení
2024-03-26 15:24:08,xinsanic,Q47,řádné přihlášení
2024-03-26 16:01:30,xinsanic,Q47,odhlášení
2024-03-15 09:35:25,xskacel,Q34,řádné přihlášení
2024-03-15 11:33:37,xskacel,Q34,odhlášení
2024-03-18 14:40:37,xnesrsta,Q48,řádné přihlášení
2024-03-18 16:48:51,xnesrsta,Q48,odhlášení
2024-03-23 16:01:15,xprokop1,Q04,řádné přihlášení
2024-03-23 16:39:03,xprokop1,Q04,odhlášení
2024-03-01 07:13:02,xgrim,Q05,řádné přihlášení
2024-03-01 09:32:46,xgrim,Q05,odhlášení
2024-03-02 09:27:53,xkraus1,Q27,řádné přihlášení
2024-03-02 10:34:04,xkraus1,Q27,odhlášení
2024-02-26 07:53:55,xjakubec,Q07,řádné přihlášení
2024-02-26 08:14:28,xjakubec,Q07,odhlášení
2024-03-09 14:28:48,xsvobo12,Q18,řádné přihlášení
2024-03-09 15:51:25,xsvobo12,Q18,odhlášení
2024-03-08 09:18:30,xsultan1,Q43,řádné přihlášení
2024-03-08 09:19:00,xsultan1,Q43,odhlášení
2024-02-25 07:16:41,xtravni7,Q48,zadáno špatné heslo
2024-02-25 07:16:41,xtravni7,Q48,řádné přihlášení
2024-02-25 07:30:39,xtravni7,Q48,odhlášení
2024-03-26 09:39:38,xinsanic,Q23,řádné přihlášení
2024-03-26 10:32:27,xinsanic,Q23,odhlášení
2024-03-17 07:59:22,xbudiko2,Q33,terminál
2024-03-17 07:59:22,xbudiko2,Q33,řádné přihlášení
2024-03-17 08:51:37,xbudiko2,Q33,odhlášení
2024-03-05 07:54:49,xprokop1,Q22,terminál
2024-03-05 07:54:49,xprokop1,Q22,řádné přihlášení
2024-03-05 10:13:24,xprokop1,Q22,odhlášení
2024-02-20 15:47:02,xmarek5,Q08,zadáno špatné heslo
2024-02-20 15:47:02,xmarek5,Q08,řádné přihlášení
2024-02-20 16:27:44,xmarek5,Q08,odhlášení
2024-02-28 08:47:23,xmasova1,Q37,řádné přihlášení
2024-02-28 09:11:56,xmasova1,Q37,odhlášení
2024-02-25 14:32:03,xgrim,Q46,řádné přihlášení
2024-02-25 16:15:30,xgrim,Q46,odhlášení
2024-03-07 16:47:47,xkraus1,Q07,řádné přihlášení
2024-03-07 19:11:31,xkraus1,Q07,odhlášení
2024-03-25 13:30:07,xriedl,Q25,řádné přihlášení
2024-03-25 14:10:18,xriedl,Q25,odhlášení
2024-03-22 16:17:44,xvokoun,Q05,řádné přihlášení
2024-03-22 18:25:45,xvokoun,Q05,odhlášení
2024-02-27 13:59:56,xsultan1,Q11,řádné přihlášení
2024-02-27 16:43:51,xsultan1,Q11,odhlášení
2024-02-28 11:43:49,xskacel,Q21,terminál
2024-02-28 11:43:49,xskacel,Q21,řádné přihlášení
2024-02-28 14:38:01,xskacel,Q21,odhlášení
2024-03-02 17:43:26,xharuda,Q43,řádné přihlášení
2024-03-02 18:24:10,xharuda,Q43,odhlášení
2024-03-26 07:05:54,xkraus1,Q22,řádné přihlášení
2024-03-26 07:07:33,xkraus1,Q22,odhlášení
2024-03-15 07:11:11,xbudiko2,Q31,řádné přihlášení
2024-03-15 07:43:05,xbudiko2,Q31,odhlášení
2024-03-18 10:30:56,xkuzel,Q05,řádné přihlášení
2024-03-18 13:28:20,xkuzel,Q05,odhlášení
2024-02-26 15:04:49,xsvobo12,Q44,řádné přihlášení
2024-02-26 15:21:11,xsvobo12,Q44,odhlášení
2024-03-19 18:57:52,xsultan1,Q05,řádné přihlášení
2024-03-19 19:00:34,xsultan1,Q05,odhlášení
2024-03-12 14:56:54,xfarlik,Q32,řádné přihlášení
2024-03-12 17:01:41,xfarlik,Q32,odhlášení
2024-03-09 11:48:22,xkuzel,Q36,řádné přihlášení
2024-03-09 13:27:00,xkuzel,Q36,odhlášení
2024-03-11 13:10:31,xkaderk2,Q43,řádné přihlášení
2024-03-11 14:14:56,xkaderk2,Q43,odhlášení
2024-03-08 18:32:14,xmarek5,Q28,řádné přihlášení
2024-03-08 19:37:25,xmarek5,Q28,odhlášení
2024-03-17 08:33:06,xgurina,Q27,řádné přihlášení
2024-03-17 10:53:37,xgurina,Q27,odhlášení
2024-02-25 14:28:25,xklima6,Q02,řádné přihlášení
2024-02-25 15:10:29,xklima6,Q02,odhlášení
2024-03-10 15:24:47,xtravni7,Q13,terminál
2024-03-10 15:24:47,xtravni7,Q13,řádné přihlášení
2024-03-10 16:49:50,xtravni7,Q13,odhlášení
2024-03-10 13:32:55,xlezna,Q11,řádné přihlášení
2024-03-10 13:42:47,xlezna,Q11,odhlášení
2024-03-04 13:28:25,xzdansk1,Q25,řádné přihlášení
2024-03-04 15:50:30,xzdansk1,Q25,odhlášení
2024-02-29 14:15:29,xtugushe,Q27,řádné přihlášení
2024-02-29 15:39:50,xtugushe,Q27,odhlášení
2024-03-19 13:17:02,xmarek7,Q33,řádné přihlášení
2024-03-19 14:40:12,xmarek7,Q33,odhlášení
2024-03-15 17:59:08,xsvobo12,Q14,řádné přihlášení
2024-03-15 20:52:03,xsvobo12,Q14,odhlášení
2024-03-04 12:22:14,xsultan1,Q06,řádné přihlášení
2024-03-04 12:39:25,xsultan1,Q06,odhlášení
2024-03-17 18:04:17,xprokop1,Q34,terminál
2024-03-17 18:04:17,xprokop1,Q34,řádné přihlášení
2024-03-17 20:02:09,xprokop1,Q34,odhlášení
2024-02-29 13:46:02,xsvobo12,Q11,řádné přihlášení
2024-02-29 14:23:07,xsvobo12,Q11,odhlášení
2024-03-06 12:19:04,xkuzel,Q45,řádné přihlášení
2024-03-06 13:38:29,xkuzel,Q45,odhlášení
2024-03-24 17:37:36,xklima6,Q35,zadáno špatné heslo
2024-03-24 17:37:36,xklima6,Q35,řádné přihlášení
2024-03-24 18:29:43,xklima6,Q35,odhlášení
2024-03-07 08:29:08,xmarek5,Q22,řádné přihlášení
2024-03-07 10:36:35,xmarek5,Q22,odhlášení
2024-03-17 10:33:55,xbudiko2,Q34,řádné přihlášení
2024-03-17 13:26:16,xbudiko2,Q34,odhlášení
2024-03-10 13:44:25,xtravni7,Q04,řádné přihlášení
2024-03-10 15:36:03,xtravni7,Q04,odhlášení
2024-03-20 10:23:54,xprokop1,Q31,řádné přihlášení
2024-03-20 11:04:37,xprokop1,Q31,odhlášení
2024-03-22 14:31:01,xmasova1,Q35,řádné přihlášení
2024-03-22 14:43:02,xmasova1,Q35,odhlášení
2024-02-28 09:50:06,xklekner,Q26,řádné přihlášení
2024-02-28 12:06:23,xklekner,Q26,odhlášení
2024-02-24 18:48:08,xinsanic,Q11,řádné přihlášení
2024-02-24 21:20:03,xinsanic,Q11,odhlášení
2024-02-25 12:33:57,xnesrsta,Q02,řádné přihlášení
2024-02-25 14:55:22,xnesrsta,Q02,odhlášení
2024-02-21 10:53:45,xmrakav1,Q31,řádné přihlášení
2024-02-21 13:14:47,xmrakav1,Q31,odhlášení
2024-02-22 08:29:02,xklima6,Q43,terminál
2024-02-22 08:29:02,xklima6,Q43,řádné přihlášení
2024-02-22 11:03:38,xklima6,Q43,odhlášení
2024-03-17 13:29:48,xskacel,Q04,řádné přihlášení
2024-03-17 13:37:36,xskacel,Q04,odhlášení
2024-03-14 17:40:26,xgurina,Q37,terminál
2024-03-14 17:40:26,xgurina,Q37,řádné přihlášení
2024-03-14 19:54:41,xgurina,Q37,odhlášení
2024-03-08 18:36:03,xgurina,Q23,řádné přihlášení
2024-03-08 20:07:39,xgurina,Q23,odhlášení
2024-02-29 07:39:42,xlnenick,Q43,řádné přihlášení
2024-02-29 09:59:19,xlnenick,Q43,odhlášení
2024-02-20 07:35:57,xprokop1,Q33,řádné přihlášení
2024-02-20 10:13:49,xprokop1,Q33,odhlášení
2024-03-15 14:28:19,xalac,Q42,řádné přihlášení
2024-03-15 15:34:44,xalac,Q42,odhlášení
2024-03-24 10:21:15,xissakh,Q07,terminál
2024-03-24 10:21:15,xissakh,Q07,řádné přihlášení
2024-03-24 11:24:27,xissakh,Q07,odhlášení
2024-02-28 09:55:07,xprokop1,Q18,řádné přihlášení
2024-02-28 10:38:21,xprokop1,Q18,odhlášení
2024-03-15 14:05:54,xlnenick,Q44,řádné přihlášení
2024-03-15 15:33:54,xlnenick,Q44,odhlášení
2024-03-01 13:41:34,xnesrsta,Q44,zadáno špatné heslo
2024-03-01 13:41:34,xnesrsta,Q44,řádné přihlášení
2024-03-01 16:35:19,xnesrsta,Q44,odhlášení
2024-03-25 08:18:46,xbudiko2,Q12,zadáno špatné heslo
2024-03-25 08:18:46,xbudiko2,Q12,řádné přihlášení
2024-03-25 09:14:13,xbudiko2,Q12,odhlášení
2024-02-20 16:43:48,xmasova1,Q31,řádné přihlášení
2024-02-20 19:04:21,xmasova1,Q31,odhlášení
2024-03-13 08:44:50,xkubin,Q12,řádné přihlášení
2024-03-13 09:45:06,xkubin,Q12,odhlášení
2024-03-25 17:26:37,xvavrine,Q44,řádné přihlášení
2024-03-25 18:13:50,xvavrine,Q44,odhlášení
2024-03-03 18:32:08,xlnenick,Q47,terminál
2024-03-03 18:32:08,xlnenick,Q47,řádné přihlášení
2024-03-03 21:23:01,xlnenick,Q47,odhlášení
2024-02-24 15:24:26,xprokop1,Q37,zadáno špatné heslo
2024-02-24 15:24:26,xprokop1,Q37,řádné přihlášení
2024-02-24 18:09:16,xprokop1,Q37,odhlášení
2024-03-21 15:26:44,xnesrsta,Q43,řádné přihlášení
2024-03-21 16:20:43,xnesrsta,Q43,odhlášení
2024-03-15 10:38:51,xstrilka,Q41,řádné přihlášení
2024-03-15 13:07:34,xstrilka,Q41,odhlášení
2024-03-06 16:03:21,xissakh,Q03,řádné přihlášení
2024-03-06 16:32:12,xissakh,Q03,odhlášení
2024-03-11 12:49:35,xinsanic,Q16,řádné přihlášení
2024-03-11 14:50:38,xinsanic,Q16,odhlášení
2024-02-21 07:08:23,xsvobo12,Q15,terminál
2024-02-21 07:08:23,xsvobo12,Q15,řádné přihlášení
2024-02-21 08:58:51,xsvobo12,Q15,odhlášení
2024-03-07 09:30:49,xmarek5,Q08,řádné přihlášení
2024-03-07 11:24:37,xmarek5,Q08,odhlášení
2024-03-09 11:47:55,xfarlik,Q18,řádné přihlášení
2024-03-09 11:56:32,xfarlik,Q18,odhlášení
2024-02-24 13:59:53,xzdansk1,Q25,řádné přihlášení
2024-02-24 15:16:50,xzdansk1,Q25,odhlášení
2024-03-20 07:05:17,xriedl,Q18,řádné přihlášení
2024-03-20 07:12:15,xriedl,Q18,odhlášení
2024-03-19 12:51:07,xprokop1,Q31,řádné přihlášení
2024-03-19 13:50:26,xprokop1,Q31,odhlášení
2024-03-20 16:50:55,xklekner,Q07,terminál
2024-03-20 16:50:55,xklekner,Q07,řádné přihlášení
2024-03-20 18:19:30,xklekner,Q07,odhlášení
2024-02-29 14:45:50,xprokop1,Q33,terminál
2024-02-29 14:45:50,xprokop1,Q33,řádné přihlášení
2024-02-29 17:05:36,xprokop1,Q33,odhlášení
2024-02-21 17:15:20,xmarek5,Q12,řádné přihlášení
2024-02-21 17:25:50,xmarek5,Q12,odhlášení
2024-03-22 10:11:33,xulc,Q36,řádné přihlášení
2024-03-22 10:40:40,xulc,Q36,odhlášení
2024-03-09 15:42:32,xsultan1,Q21,terminál
2024-03-09 15:42:32,xsultan1,Q21,řádné přihlášení
2024-03-09 15:59:27,xsultan1,Q21,odhlášení
2024-02-23 18:27:35,xsvobo12,Q12,řádné přihlášení
2024-02-23 19:49:32,xsvobo12,Q12,odhlášení
2024-02-27 12:47:07,xmarek5,Q21,zadáno špatné heslo
2024-02-27 12:47:07,xmarek5,Q21,řádné přihlášení
2024-02-27 15:24:15,xmarek5,Q21,odhlášení
2024-03-07 17:33:19,xstrilka,Q13,řádné přihlášení
2024-03-07 18:45:24,xstrilka,Q13,odhlášení
2024-03-09 15:50:20,xkraus1,Q37,řádné přihlášení
2024-03-09 16:35:02,xkraus1,Q37,odhlášení
2024-03-20 18:13:43,xulc,Q31,řádné přihlášení
2024-03-20 20:23:57,xulc,Q31,odhlášení
2024-02-22 14:48:41,xmarek7,Q11,řádné přihlášení
2024-02-22 15:53:51,xmarek7,Q11,odhlášení
2024-02-23 18:54:01,xmarek5,Q08,řádné přihlášení
2024-02-23 19:44:17,xmarek5,Q08,odhlášení
2024-02-25 10:23:03,xinsanic,Q15,terminál
2024-02-25 10:23:03,xinsanic,Q15,řádné přihlášení
2024-02-25 12:16:12,xinsanic,Q15,odhlášení
2024-02-22 10:59:30,xsultan1,Q04,řádné přihlášení
2024-02-22 13:14:34,xsultan1,Q04,odhlášení
2024-03-04 07:37:48,xmarek7,Q17,řádné přihlášení
2024-03-04 09:59:05,xmarek7,Q17,odhlášení
2024-03-03 10:12:19,xlnenick,Q47,řádné přihlášení
2024-03-03 12:31:51,xlnenick,Q47,odhlášení
2024-03-24 16:46:39,xklima6,Q02,zadáno špatné heslo
2024-03-24 16:46:39,xklima6,Q02,řádné přihlášení
2024-03-24 19:34:24,xklima6,Q02,odhlášení
2024-03-24 10:21:33,xhoracek,Q35,řádné přihlášení
2024-03-24 12:06:20,xhoracek,Q35,odhlášení
2024-03-05 11:26:00,xmarek7,Q35,terminál
2024-03-05 11:26:00,xmarek7,Q35,řádné přihlášení
2024-03-05 13:31:02,xmarek7,Q35,odhlášení
2024-03-06 13:41:38,xklima6,Q21,zadáno špatné heslo
2024-03-06 13:41:38,xklima6,Q21,řádné přihlášení
2024-03-06 14:01:53,xklima6,Q21,odhlášení
2024-03-11 11:00:15,xkuzel,Q37,řádné přihlášení
2024-03-11 12:54:12,xkuzel,Q37,odhlášení
2024-03-07 14:23:18,xprokop1,Q37,zadáno špatné heslo
2024-03-07 14:23:18,xprokop1,Q37,řádné přihlášení
2024-03-07 16:50:19,xprokop1,Q37,odhlášení
2024-03-05 15:54:13,xissakh,Q18,řádné přihlášení
2024-03-05 18:51:31,xissakh,Q18,odhlášení
2024-03-24 07:05:38,xvokoun,Q03,zadáno špatné heslo
2024-03-24 07:05:38,xvokoun,Q03,řádné přihlášení
2024-03-24 07:50:33,xvokoun,Q03,odhlášení
2024-03-02 15:14:29,xtugushe,Q37,terminál
2024-03-02 15:14:29,xtugushe,Q37,řádné přihlášení
2024-03-02 18:06:43,xtugushe,Q37,odhlášení
2024-03-10 15:00:49,xmarek5,Q25,řádné přihlášení
2024-03-10 16:47:49,xmarek5,Q25,odhlášení
2024-03-21 18:46:01,xvokoun,Q21,řádné přihlášení
2024-03-21 19:20:28,xvokoun,Q21,odhlášení
2024-03-20 14:17:24,xfarlik,Q25,řádné přihlášení
2024-03-20 14:41:19,xfarlik,Q25,odhlášení
2024-02-23 15:13:29,xgrim,Q48,řádné přihlášení
2024-02-23 17:26:18,xgrim,Q48,odhlášení
2024-03-10 09:43:09,xmarek5,Q24,řádné přihlášení
2024-03-10 09:53:43,xmarek5,Q24,odhlášení
2024-02-22 14:51:27,xskacel,Q23,řádné přihlášení
2024-02-22 16:38:26,xskacel,Q23,odhlášení
2024-03-05 10:41:10,xzdansk1,Q45,řádné přihlášení
2024-03-05 11:05:17,xzdansk1,Q45,odhlášení
2024-03-09 17:20:47,xinsanic,Q16,terminál
2024-03-09 17:20:47,xinsanic,Q16,řádné přihlášení
2024-03-09 19:59:48,xinsanic,Q16,odhlášení
2024-03-24 16:05:32,xklekner,Q44,řádné přihlášení
2024-03-24 16:56:24,xklekner,Q44,odhlášení
2024-03-22 13:21:14,xlnenick,Q47,řádné přihlášení
2024-03-22 14:59:52,xlnenick,Q47,odhlášení
2024-03-25 07:23:48,xmarek5,Q01,řádné přihlášení
2024-03-25 07:46:31,xmarek5,Q01,odhlášení
2024-02-20 17:27:15,xtugushe,Q32,řádné přihlášení
2024-02-20 20:12:55,xtugushe,Q32,odhlášení
2024-03-14 08:30:49,xklima6,Q42,řádné přihlášení
2024-03-14 11:00:01,xklima6,Q42,odhlášení
2024-02-23 08:08:00,xzdansk1,Q33,řádné přihlášení
2024-02-23 08:18:09,xzdansk1,Q33,odhlášení
2024-03-18 14:20:10,xnesrsta,Q48,terminál
2024-03-18 14:20:10,xnesrsta,Q48,řádné přihlášení
2024-03-18 17:08:00,xnesrsta,Q48,odhlášení
2024-03-04 18:50:38,xjakubec,Q27,řádné přihlášení
2024-03-04 19:04:15,xjakubec,Q27,odhlášení
2024-02-29 17:32:27,xmasova1,Q14,řádné přihlášení
2024-02-29 19:38:28,xmasova1,Q14,odhlášení
2024-03-04 12:18:17,xtravni7,Q06,řádné přihlášení
2024-03-04 14:32:58,xtravni7,Q06,odhlášení
2024-02-23 12:20:21,xsvobo12,Q05,řádné přihlášení
2024-02-23 13:38:54,xsvobo12,Q05,odhlášení
2024-02-21 15:52:25,xbudiko2,Q38,řádné přihlášení
2024-02-21 16:58:49,xbudiko2,Q38,odhlášení
2024-03-16 10:59:31,xmarek5,Q43,řádné přihlášení
2024-03-16 12:30:23,xmarek5,Q43,odhlášení
2024-03-18 13:40:42,xzdansk1,Q32,řádné přihlášení
2024-03-18 14:28:03,xzdansk1,Q32,odhlášení
2024-03-08 14:48:55,xhoracek,Q05,řádné přihlášení
2024-03-08 15:50:50,xhoracek,Q05,odhlášení
2024-03-24 13:23:44,xsvobo12,Q16,řádné přihlášení
2024-03-24 15:56:36,xsvobo12,Q16,odhlášení
2024-02-28 16:48:08,xstrilka,Q08,řádné přihlášení
2024-02-28 18:38:57,xstrilka,Q08,odhlášení
2024-03-09 07:31:53,xzdansk1,Q28,terminál
2024-03-09 07:31:53,xzdansk1,Q28,řádné přihlášení
2024-03-09 08:48:14,xzdansk1,Q28,odhlášení
2024-03-05 14:59:54,xhoracek,Q34,řádné přihlášení
2024-03-05 16:43:51,xhoracek,Q34,odhlášení
2024-03-12 12:11:52,xhoracek,Q38,terminál
2024-03-12 12:11:52,xhoracek,Q38,řádné přihlášení
2024-03-12 14:10:03,xhoracek,Q38,odhlášení
2024-03-04 18:29:25,xulc,Q46,řádné přihlášení
2024-03-04 20:28:54,xulc,Q46,odhlášení
2024-03-06 11:57:55,xalac,Q35,řádné přihlášení
2024-03-06 13:57:59,xalac,Q35,odhlášení
2024-02-27 09:22:48,xmarek5,Q24,řádné přihlášení
2024-02-27 11:47:33,xmarek5,Q24,odhlášení
2024-03-09 15:38:50,xvokoun,Q21,řádné přihlášení
2024-03-09 17:41:25,xvokoun,Q21,odhlášení
2024-03-07 13:12:55,xkubin,Q16,řádné přihlášení
2024-03-07 14:24:02,xkubin,Q16,odhlášení
2024-03-01 16:20:17,xstrilka,Q08,řádné přihlášení
2024-03-01 16:21:25,xstrilka,Q08,odhlášení
2024-03-07 09:23:51,xkoudelk,Q45,řádné přihlášení
2024-03-07 10:17:37,xkoudelk,Q45,odhlášení
2024-03-02 10:21:33,xjakubec,Q26,řádné přihlášení
2024-03-02 11:37:41,xjakubec,Q26,odhlášení
2024-03-02 08:34:41,xklima6,Q06,řádné přihlášení
2024-03-02 11:20:25,xklima6,Q06,odhlášení
2024-03-05 17:38:58,xmarek5,Q22,řádné přihlášení
2024-03-05 19:34:38,xmarek5,Q22,odhlášení
2024-02-20 12:11:22,xulc,Q24,řádné přihlášení
2024-02-20 14:44:45,xulc,Q24,odhlášení
2024-03-13 09:26:55,xprokop1,Q34,řádné přihlášení
2024-03-13 11:24:36,xprokop1,Q34,odhlášení
2024-03-11 17:04:24,xulc,Q26,terminál
2024-03-11 17:04:24,xulc,Q26,řádné přihlášení
2024-03-11 19:37:07,xulc,Q26,odhlášení
2024-03-16 12:36:25,xgrim,Q42,řádné přihlášení
2024-03-16 13:35:13,xgrim,Q42,odhlášení
2024-03-11 09:17:10,xriedl,Q16,řádné přihlášení
2024-03-11 11:07:43,xriedl,Q16,odhlášení
2024-03-03 16:31:56,xlnenick,Q41,řádné přihlášení
2024-03-03 19:01:44,xlnenick,Q41,odhlášení
2024-02-29 13:21:20,xbudiko2,Q01,řádné přihlášení
2024-02-29 13:34:17,xbudiko2,Q01,odhlášení
2024-03-03 16:47:08,xsvobo12,Q11,terminál
2024-03-03 16:47:08,xsvobo12,Q11,řádné přihlášení
2024-03-03 18:54:00,xsvobo12,Q11,odhlášení
2024-03-13 15:57:00,xulc,Q01,terminál
2024-03-13 15:57:00,xulc,Q01,řádné přihlášení
2024-03-13 16:24:23,xulc,Q01,odhlášení
2024-02-20 07:08:26,xskacel,Q28,řádné přihlášení
2024-02-20 08:53:20,xskacel,Q28,odhlášení
2024-03-17 07:41:07,xvavrine,Q43,řádné přihlášení
2024-03-17 07:50:56,xvavrine,Q43,odhlášení
2024-03-10 07:07:46,xmarek5,Q27,řádné přihlášení
2024-03-10 09:51:06,xmarek5,Q27,odhlášení
2024-03-07 12:10:41,xmarek7,Q38,řádné přihlášení
2024-03-07 14:30:23,xmarek7,Q38,odhlášení
2024-03-13 16:25:57,xmasova1,Q14,řádné přihlášení
2024-03-13 18:25:02,xmasova1,Q14,odhlášení
2024-03-06 12:16:06,xskacel,Q25,řádné přihlášení
2024-03-06 14:54:14,xskacel,Q25,odhlášení
2024-03-23 15:45:55,xmrakav1,Q32,řádné přihlášení
2024-03-23 16:42:09,xmrakav1,Q32,odhlášení
2024-03-12 08:48:15,xfarlik,Q18,řádné přihlášení
2024-03-12 09:34:24,xfarlik,Q18,odhlášení
2024-03-02 17:50:54,xhoracek,Q23,řádné přihlášení
2024-03-02 19:51:58,xhoracek,Q23,odhlášení
2024-02-28 07:21:05,xbudiko2,Q45,řádné přihlášení
2024-02-28 08:53:38,xbudiko2,Q45,odhlášení
2024-03-20 14:57:02,xvavrine,Q43,zadáno špatné heslo
2024-03-20 14:57:02,xvavrine,Q43,řádné přihlášení
2024-03-20 17:36:11,xvavrine,Q43,odhlášení
2024-03-19 13:42:10,xjakubec,Q22,řádné přihlášení
2024-03-19 15:09:32,xjakubec,Q22,odhlášení
2024-03-08 07:29:48,xkraus1,Q26,řádné přihlášení
2024-03-08 08:50:18,xkraus1,Q26,odhlášení
2024-03-03 16:00:04,xvokoun,Q24,terminál
2024-03-03 16:00:04,xvokoun,Q24,řádné přihlášení
2024-03-03 17:39:42,xvokoun,Q24,odhlášení
2024-03-24 12:58:30,xriedl,Q34,řádné přihlášení
2024-03-24 14:57:08,xriedl,Q34,odhlášení
2024-03-13 13:19:20,xvavrine,Q17,řádné přihlášení
2024-03-13 14:48:32,xvavrine,Q17,odhlášení
2024-03-09 14:27:43,xlnenick,Q27,řádné přihlášení
2024-03-09 15:32:55,xlnenick,Q27,odhlášení
2024-02-26 16:23:34,xprokop1,Q44,řádné přihlášení
2024-02-26 16:30:52,xprokop1,Q44,odhlášení
2024-03-15 16:55:46,xtravni7,Q08,řádné přihlášení
2024-03-15 17:08:09,xtravni7,Q08,odhlášení
2024-03-22 07:22:24,xkubin,Q27,terminál
2024-03-22 07:22:24,xkubin,Q27,řádné přihlášení
2024-03-22 10:22:09,xkubin,Q27,odhlášení
2024-03-12 16:50:21,xlezna,Q38,řádné přihlášení
